"sample_id","sample_name","study_name"
"0ab6373cadd8e3fc20000e183882a443",ERS22422389,ERP160041
"90e3bf2a7c0336c62151a4881b6e101d",ERS20188324,ERP160039
b0dbff56bb4fca2a77afc2d1fded7b7d,SID713A062-11-90-0,CosteaPI_2017
"16e7524983b68d54aad462bc3215bdaf",ERS22412829,ERP160041
f1d0456072ee1869ebde9c8fda03d971,SID713B012-11-90-0,CosteaPI_2017
"523e355c521f91da3e0f8c6e3e8948b4",ERS22420545,ERP160041
"76eab7b9fcfe4a290af56b4ddbeb3850",GunjurA_2024_86,GunjurA_2024
"018ca0b62a9921b1130959b205e33534",wHAXPI032611-21,ZhuF_2020
"8f001667a9f53acc57126f2ad0e7b819",AS0016A,ZhouC_2020
"2510ac0f7561e329bccbdedee40c820d",ERS20193230,ERP160039
"55f976f34916b8382a6b216bc49df74a",M0x10MCx2754,MetaCardis_2020_a
"7b8a2943149bf53d3941d47382022203",M0x10MCx1362,MetaCardis_2020_a
f80fa8cd5408db90ba93943275178e47,ERS22428258,ERP160041
a316b39d59a7e323642696cf0d083c58,Sample_BS_49C,BommanaS_2023
"8091de18bef188a8f7cf85438406c040",ERS22387625,ERP160040
"45f3158b08d4793d7ec8119a38008390",ERS20186946,ERP160039
"076a598986e1c7172f8805939a2d4d97",S13-02-D,ShiB_2015
ce49773a3ab3c61e8c8a4bce158e65c6,DP451,WallenZD_2022
f73b39222cf14a868778c6250ae7afc8,M0x10MCx3267,MetaCardis_2020_a
ca06b5a3c6cdcfef8527db9cd3e02b75,ERS20191750,ERP160039
"436e3d9c162366fed1a3fa56ce5731a6",M0x10MCx2637,MetaCardis_2020_a
e0809b7bff25ab7fb8f5016290d194c8,ERS20191766,ERP160039
"9504355abdae72b7946ed2f33df4a2b9",ERS22382815,ERP160040
"2736bf8fd5874240365b762e23c708f3",SID18346018_SF05,MehtaRS_2018
bfeb1b67f8147d19a3ce59bf9095a34c,PD.12,BoktorJC_2023
"95955953b3b37be77180dd8d962647d5",ERS22427184,ERP160041
"406e0bc1cc7e1604a07bb4029d103365",SAMN27925436,NagataN_2022
c51712b265fd36f020035636bab41e63,s_11326.Q.71402.0229.2018.07.21,iMSMS_2022
f53a8ceefeabfea646c2f268698db731,ERS20190037,ERP160039
b7ba6754553fcb062521cb8aafc9156c,s_11326.S.71701.0033.10.3.16,iMSMS_2022
"2670bbefffcf091826745c5cc71b8ed1",SAMEA104142461,JieZ_2017
"2a806479129e2fbe345867ee9d90021f",DP352,WallenZD_2022
"903d06c099144c5c79c172ae853f2e97",SID10306807_SF06,MehtaRS_2018
"85b626f1bb57c94b52c8c368c6bc9491",ERS22383292,ERP160040
a07a1a2b4ba256b69a00b8f29924b8fe,MH0011,NielsenHB_2014
"34e1130fd2eff9d8805d0a25f5a69820",ERS22425023,ERP160041
"3c12671c22f2b60058e37d0028f44b08",ERS22424492,ERP160041
"23624b36c0792bc8dc425fa9c25aa3c1",ERS20189300,ERP160039
beeb997eff377b2921f35039e4ec454a,s_11326.S.71402.0004.2.1.16,iMSMS_2022
bc54dc6d5ee32acd636e39944a185518,M0x20MCx3323,MetaCardis_2020_a
b82834b9ae569415da6a89f4c404c529,SAMEA104142475,JieZ_2017
a0cde984bc5516e72d9c74bb78d13dcf,SIDVOV104_metag,DeFilippisF_2019
"27ff936f613d78b4acf6a6c6084a8e64",MBJT73621698ST,KartalE_2022
c6fe6c239637337725edab47f58ccab9,ERS22390889,ERP160042
d9b9bce16af815a09a29b76b6a221bb1,HD-41,QinN_2014
"91d5f77e7be6e1f0718fb07421ae1945",N2_071_007G1,BrooksB_2017
d99fb4e63e86001c74bd4343cfeacaa2,s_11326.Q1.71601.0005.7.12.16,iMSMS_2022
f7d484dc879201ebaa31c9e68f9eb116,ERS22386270,ERP160040
"5b19140472659c4a9285536cf72e68a8",YSZC12003_37105,XieH_2016
f5e17891d98afc360d9866c54ff6f8f9,ERS20190407,ERP160039
bf062f6dceb4c5668fd1a2b726dd31cb,ERS22413654,ERP160041
e21e0735d4613e71a12f958f32ff6e30,ERS20190532,ERP160039
"30d1fc53be0be3f8cfc9e57b9915f24f",ERS22385723,ERP160040
"35ac49a46ddc58c012b0d985e063f2be",DKAN_56,FanY_2023
"07985656e956ae712fce1d7b9535af8e",M0x30MCx3120,MetaCardis_2020_a
"58f90f0cbab2b058082af0820f663c70",da2f9ffa-7ae6-11e9-a106-68b59976a384,ShaoY_2019
"2680d02716271374383f1ddf2f2ab1a0",ERS22420195,ERP160041
"949d4f4c215cf5edd462fb5a0d19b2ec",wHAXPI032613-23,ZhuF_2020
a6db92c10e9f5904e6ef8233c5452fab,ERS20189924,ERP160039
"73a8f623855f2987b08620fcc868e9bc",ERS20198002,ERP160039
"66e8c92d87c618db49103aa04ded0f58",SP_284SPI_T016,GhensiP_2019
a5b5bc993f3626db8e6229f35b0dd1e8,CM.253_WGS,RubelMA_2020
a7f905c867ccab611dab3ca67f5c3fe4,ERS20192160,ERP160039
e76a7d09be547b035c61b3687f4f45c5,ERS20188587,ERP160039
"3e24f89cf98ec650be1c1b539afb9d82",ERS20186824,ERP160039
"1d4081afce24d3dcdfe8490427ae80e1",e0c5da82-7ae6-11e9-a106-68b59976a384,ShaoY_2019
cea850d05758b55411d8388bdceffb10,p8582_mo5,HallAB_2017
"84d99e8f9c5e84d8677fca657693b4d0",PNP_Main_278,ZeeviD_2015
"1804ca06be978c5294d383f3f3597f6f",ERS22427598,ERP160041
dfc4c0758d2a8f6ed27b3f11ff218fb7,ERS22380946,ERP160040
"526b14f7f4c676e33dec5761c27a9574",H1F512951,LiJ_2017
e7c1da6af9a6d483c9f2a66b78916c5e,SID19919818_SF08,MehtaRS_2018
"3838b540a1b542e0bc8ecc20f426e335",SID1_4M,BackhedF_2015
"83f73e3b7b26e108a6fd42d39f5d3411",SID9e6f4d44-7ae6-11e9-a106-68b59976a384,ShaoY_2019
e918536d7253da4c0d4cdddca24d0e2d,ERS22424761,ERP160041
"409a3dd82e1653005b7a6990c5e6aeb7",ERS22384072,ERP160040
"6edcf2db9ac3fc94afd3e8492f59969f",SID6eb0cd1c-7ae6-11e9-a106-68b59976a384,ShaoY_2019
"3984399fd315e65d7b23694aff514625",MMPC95108539ST,KartalE_2022
"9a4a1474ebd95934c01e9cb77c7810f6",ERS22424348,ERP160041
"4c6e0b38b5c05dd48cc05a3cdb5c708e",ERS22380027,ERP160040
d19f9ec05551395ccf927307821cacc2,s_11326.S.71801.0030.9.28.16.B,iMSMS_2022
a59445a25b9992055ac2ac1e950e36b6,WBE041,ChngKR_2016
ae905cbac1df3e1252fd126306540a6d,ERS22388155,ERP160040
"66971551766bfe616deadde0474135a5",G89001,SchirmerM_2016
bebef06ed43079c875fdfe05b0fb6ad0,Travel037,KeohaneDM_2020
"3e9bd7dc5fa686db69e45efcb182524c",SID103_B,BackhedF_2015
"9c7bc471ba997fe2697cbe37d54df30d",ERS22426138,ERP160041
"284ab3cd50400d10119970757702c387",V1_UC45_0,NielsenHB_2014
"7b90db5d9e35d990f888f7480307ec76",ERS20189014,ERP160039
"93534f5760ee59b97f7c8fca840d8646",SZAXPI017451-16,YuJ_2015
"3ca994be8538f3d14df1c558b675ee49",s_11326.Q.71802.0145.2018.05.07,iMSMS_2022
"836effb1696818f3a115e2f4446cd438",a337024a-7ae6-11e9-a106-68b59976a384,ShaoY_2019
d5a188425d4fefe9b280146d1455f8a2,s_11326.Q.76502.0043.N.A.v1,iMSMS_2022
"7f7e938892545d4ad8873c20e96ea4b6",PT-19-0002D190,DavarD_2021
"9a009d60fb32923403cec0b9123026ff",ERS22428482,ERP160041
"53de7895fee7ac6e1edf0387a08eb8a4",CM.315_WGS,RubelMA_2020
"122bf40d5581c84a608b31466555f6aa",ERS20192209,ERP160039
ebab7fbc1965140443bf1177af8c2e54,SAMEA104142193,JieZ_2017
c00ad5e04837b9e7d1ee269e5889ba06,ERS20198146,ERP160039
"3693e14012ab2f90dc661305e0b1b274",ERS20189374,ERP160039
f27423fd7cfcc13131041d3b57a10dfe,ERS22426487,ERP160041
"0a3cc6925a903ac092fbb270bb45ac0a",SRR17643675,TeeMZ_2022
d2512260dbb50fa6e249c1b42442e9ff,M0x20MCx1232,MetaCardis_2020_a
"8b9469cc4afba4164f5d560f682994b0",G104617,YassourM_2018
"9240d582eaa09a0aa2c5f7a93c7e4d9d",ERS22385164,ERP160040
"153d1672ee8e81acc2a7c9820bfdaf28",PRJNA231909.3107649,KosticAD_2015
ed00287e02ebf247e811f4d22c1a584d,ERS20186968,ERP160039
"6812bce96ef333ab6e7375a5fa74b384",cb2d6640-7ae6-11e9-a106-68b59976a384,ShaoY_2019
"6b7fb1faed31ae67e602454d7b5b142c",SID31723,FengQ_2015
"6880aa81d54df020219272a4976e129a",ERS22425360,ERP160041
"72363e19c5b9846458d3e054ea0e531b",s_11326.Q2.71701.0013.7.11.16,iMSMS_2022
e1b14313cb0f5dc815c7bf6633d1a9a0,M0x30MCx3372,MetaCardis_2020_a
ff2f5ccda959f66f78ba9fef345146c8,ERS22382452,ERP160040
cb80fc48bbcaf8b1bbb94033fe669ab4,ERS22381138,ERP160040
"38e36671ac0c9f0e00ba8382b51980f5",ERS22422496,ERP160041
c471679608d7b74fbd99f691b1dbff26,CA_C10024IS2419FE_t4M15,FerrettiP_2018
"57279f71a4ce50af457a9ec538eeb8f0",s_11326.Q.71701.0120.2017.09.25,iMSMS_2022
e06496add37492431b1b97f8b7b9fe07,ERS22427233,ERP160041
ead4a09ce3ab847b35c80115b5f8e8ba,ERS22388358,ERP160040
da2e34758b674138458c297525970837,M0x30MCx2189,MetaCardis_2020_a
"5f9caf5a1567555b5428ee050f6865e6",ERS22426178,ERP160041
"269132a0972a874701608bfde90bb7f8",SRR3993053,LiuW_2016
"4d9216c25a26470451b3b9c71657315e",ERS22392459,ERP160042
fc0006f429b682d606c9198b73cc44cd,SRS056259,HMP_2012
"27f9e4612283bc9eee4af3d6f5a204c8",MET0038,OhJ_2014
d24b45251fbceb60a1e33ff34d6ffb92,SAMN21886419,McCullochJA_2022
"3b6b41e6e327e4061d35ec17c2fa90e0",ERS20191407,ERP160039
"358617747cf1157cc432393c107d7672",SID31360,FengQ_2015
"95b8ee5351e36d4d3cd11a51fb4aca82",a020c00a-7ae6-11e9-a106-68b59976a384,ShaoY_2019
b4aaab2b457281058b6dc16f6c15effa,ERS22413068,ERP160041
"996869c23ab688043d9718814adfbe2e",ERS22383230,ERP160040
e5e6eb4912ba8f71ae42e1146af84637,QCS-084-1,XuQ_2021
d47e9c2cfb4243231bc2dfdf39b110dd,SID282_B,BackhedF_2015
"915fc3a97c01dd5915012470bb8b2bbc",ERS22388440,ERP160040
b036ffade248ba6a75e89274c151b614,ERS22391840,ERP160042
"7fa3ec53bff56c2f0f548971688edd2b",ERS20191949,ERP160039
a4ff78f6c7ea1525bd66130e16ce9b24,SID5451-1,HansenLBS_2018
c09cecc0275224895be12e41236468f3,ERS22381061,ERP160040
"7f939b902aec7f900c864118b065547d",PNP_Main_337,ZeeviD_2015
"850ac3b1b11aa0daefe93939242bdc35",OBK4141,LomanNJ_2013
f89d2d9f4044e46c2d519fa1036e26e2,SRR17644045,TeeMZ_2022
"96872b2823dc85fee7b0e8e8f4bfe65c",PNP_Main_45,ZeeviD_2015
fde320546dbffc99e2a2c8a394d5cbc0,PD.1,BoktorJC_2023
"99a45e1c65aa56971f0343375d67a134",ERS20192675,ERP160039
"006ef919dad0681d9ab184f6219dc1f6",ERS22423518,ERP160041
"17eccb8b3ff452b372ef5e405893a2cb",ERS20187036,ERP160039
"21f924dd5c8d42a04f42c00e19a4ba92",ERS22429073,ERP160041
a63fd8289c2d6f478c3d7a8bb7b78c02,ERS22381292,ERP160040
"9fbbcf137358c45ede563764e053f029",ERS20190424,ERP160039
"031e1a8807e3596a569cf6edc73a9dc9",s_11326.Q.71701.0077.2017.05.09,iMSMS_2022
"405bb6af6940b56e636284489a1daf4a",SAMN28004695,NagataN_2022
b2abbed302cd97226ebc740598aff618,s_11326.Q1.71502.0003.9.13.16,iMSMS_2022
"0484ec331101ff7bae540efe5d9a83c3",s_11326.Q.71401.0213.2018.05.21,iMSMS_2022
b3f6ab4085123dc7283512c97bec8a25,ERS22385190,ERP160040
"26b0a3c76aea23a433c7e09a77b93364",Sample_BS_195V,BommanaS_2023
"5a78cbfe82d6e9b9c3481949df60fa3c",ERS20197809,ERP160039
d574dfdc3623fe3cd30a1c05b5e06791,SAMN27925287,NagataN_2022
a4b1dd057dd6a59228071491cc16323a,ERS20195318,ERP160039
"83cf1ea92d6af75aa4e6955957603ceb",ERS20189252,ERP160039
"6cd8d7e807f38489090014525f1b3fd5",N2_035_020G1,BrooksB_2017
"9f9b5a75730ccc763c592a6926c3c124",ERS20197678,ERP160039
"3db15934b7679394778c39630b836a5b",SAMN27925283,NagataN_2022
fbaea8d161e71f1ffd2e991f817466a0,ERS20192518,ERP160039
"24e42305323042952278b2f378d682a0",ERS20188864,ERP160039
"1ab7669a2a1c9d0864578161ca580019",M0x10MCx2846,MetaCardis_2020_a
"072731e1deec5702ee0691f3c81444d1",O2_UC30_2,NielsenHB_2014
"26f54102c8d22abe1adc9de71b9d5be3",G104658,YassourM_2018
"9d39f4502f7041b07b4c79fbab3bb8eb",G104648,YassourM_2018
"515b26397df9027dc9477f31b602c762",cba85058-7ae6-11e9-a106-68b59976a384,ShaoY_2019
a16274e3ea48774d0974142212c9e956,YSZC12003_35741,XieH_2016
"9a97f24c0d952cba47f923512d0edad6",ERS22426809,ERP160041
c850fe9f58893941a6998e43ec000747,SID17404802_SF07,MehtaRS_2018
b6b2f84cddc36aec19756424ca3a50ef,M0x10MCx2817,MetaCardis_2020_a
"37c57711fee60b601084c22d975dd84e",d523e35e-7ae6-11e9-a106-68b59976a384,ShaoY_2019
"8a77e0d0e2fcc571fa90b9c631e2c56f",ERS22385228,ERP160040
f03fa120acc9d6d1246e215020e658b0,M0x11MCx1428,MetaCardis_2020_a
"6a867c14b66651e8caaf34f0be6cb334",ERS22421908,ERP160041
"6cc11414f4b93ef2083f1954e8ce435b",ERS22426474,ERP160041
"279df82c6d2152fc9c2b4cb768a3ad7e",SRR13378602,JacobsonDK_2021
"97dbc6d52d420cdee2c9b5f9a9aad553",s_11326.S.71702.0035.10.5.16,iMSMS_2022
"4d365be4e55e5538f26f417159ae4205",ERS20187154,ERP160039
"347f1ec985c9c656874d1e03ea4caec2",SID13512031_SF06,MehtaRS_2018
"322f0caec46d1b9080def5e0b455ae02",ERS20187766,ERP160039
dec3a6e6dfcf3024d49a07c8086da0e2,s_11326.Q.71601.0025.2017.04.05,iMSMS_2022
"3c0e71e0b6f3e2a3e938dcdc51798f1f",SAMEA7041168,AsnicarF_2021
"93b546e886a41a8188a2c7fffac7ef30",ERS20190482,ERP160039
f58a129b82689c334427e15a1e132341,ERS22415042,ERP160041
a9a931b43f78e81deecec04821998455,DP414,WallenZD_2022
"4cb8a1471724ff337ddf2638eb02df1e",N2_038_011G1,BrooksB_2017
bd7f3c1b275106c9e1a51dbb19aba1b4,ERS22419074,ERP160041
eb275226e1c6777cbdf94d7a7c90f9ec,ERS22415499,ERP160041
"50c4373091212685aacf3abde159add4",G69175,VatanenT_2016
"815ada0f0d64c1c9911a634ff62d2b56",SKST006_7_G102965,HallAB_2017
"86a786718d5689f51cb68c85ec139781",ERS22411463,ERP160041
"903a686518f677c88d7d2a82533e8b72",ERS22388870,ERP160040
c63030753be774b8ec1cd52ed0f791cd,s_11326.Q.71701.0107.2017.08.14,iMSMS_2022
"08e086866fff5d0266965df66be8a14f",CM.255_WGS,RubelMA_2020
d11d1b431c4035a2e239c53dbbefd134,ERS22385856,ERP160040
f39cc4b2e1918de07c115650f6a53bee,M0x30MCx2995,MetaCardis_2020_a
ac843e160cdf3268b6986237e5ee25c7,ERS22391566,ERP160042
b505fe18411609fe2f46cf815117dc0d,ERS22426562,ERP160041
"990a75d689c7852f18f234894a6e395d",M2.48.ST,BritoIL_2016
cf63adbd95ef9168a635bf0e776f2d12,ERS22422691,ERP160041
"411016c0cb3aa81c88a2e6aa6635dcab",MMPC93358150ST,KartalE_2022
"76d65e764a7276b961ff430abfb9d7e5",ERS20192616,ERP160039
dbe6e6bbabfa050e13462317b08a0ba8,M2.49.SA,BritoIL_2016
"94b8994032558875443f7949a5b0fbf5",ERS20187569,ERP160039
bb5d7e0d2ba8ccf106c7a3875f408ad2,s_11326.S.71801.0006.4.14.16,iMSMS_2022
a4df6c980cefabdb60c9226a74894674,ERS20190775,ERP160039
"246acd054457df7a077ded6d6612ab97",ERS22387059,ERP160040
f2c0fcdcaa318f5ed3592e8c578a2166,A70_03_1FE,PasolliE_2019
"69ef3887553b4906dfa91e0e9d6913d6",QCS-118-2,XuQ_2021
"000d6ca15fb9f9d096304d38f9c55861",ERS20188925,ERP160039
"0cbedf7c1d5b00a58c78ce05ae8b82ec",SRR17643853,TeeMZ_2022
e38b7e79f36e4f97ca06de8a422b38a8,SAMN28004680,NagataN_2022
db334cb90f85f4af6e4509317ae4c5c4,ERS22425228,ERP160041
a1924552eb775edbc40ea5abec46c5c9,YEZ_BA12,YeZ_2018
"3f367d5949ae910e0073209354fa4c79",ERS22385278,ERP160040
"3336cfa9a1c35a83f1bee68ffbde4f4c",SID530697,FengQ_2015
"4833592eb4bbb46e4b67f6c4c226f1d7",s_11326.Q.71401.0197.2018.03.26,iMSMS_2022
"6bf9510ab7ecf211291ddf84e2ee2530",Sample_BS_144V,BommanaS_2023
"7af7d1951c6b610e15bead9150981969",ERS20197750,ERP160039
"96b8341ac1821812d7ca15b1c6075e11",M0x13MCx2217,MetaCardis_2020_a
"583449c22380a6f6f9d1711bbd52f311",MET0228,OhJ_2014
"38221b8f2bac93dc1b5e9808e5095201",TRAVELRES41,Bengtsson-PalmeJ_2015
"4a488ee94ddbdf5c133e711dd78f4e0e",G80409,VatanenT_2016
"0b55633eb2794b8b2fa503cfb4ba5eee",ERS20191880,ERP160039
ef85299257b7ab065c824db2ee556b1b,ERS22381590,ERP160040
bb47e765563ef2a4e8b9464a5839d1b1,ERS20194885,ERP160039
fd7b17d5f2a242eaa5d064a10ec635b5,s_11326.S.71802.0031.10.13.16.B,iMSMS_2022
"4284a4576916ed5359f0a228651cd946",ERS22391931,ERP160042
"100018c1b3fa92adedbf605476ee02d9",KHG_4,KaurK_2020
b4be6cfaf130695a25e9c64f6a592525,FAT_015-22-42-0,LiSS_2016
"46b03ed5ba2cc1b3a54c71215f88ffde",ERS22427421,ERP160041
aa79b9334c6491ecb6eb3953b8e1a1a1,DC076,WallenZD_2022
"161c50b97cf2416a81e9fa44d6aec693",ERS22385594,ERP160040
"27789614e9dfe7ba3d5f948fa36f917f",ERS20194745,ERP160039
"968cf12a531f44b6d43cb32f3fb3c0ec",ERS22386800,ERP160040
"862b5c47af15169310f6c49be85be9d3",ERS22420230,ERP160041
"6cc3ed933d4e0173f80e0e4769afeb88",ERS20186966,ERP160039
bb27bba75d275a5573c598cb9460271d,ERS20192778,ERP160039
"76e06695cf5f5c78e33241a2916b529e",PC.53,BoktorJC_2023
e92e3eb96dd6c50c4b24b98ad430c150,ERS22383097,ERP160040
ce1e88579341918978da823d7541c8f7,s_11326.S.71402.0034.6.28.16,iMSMS_2022
"59824555de9e4779651eae71c68d2eff",Sample_BS_51V,BommanaS_2023
bd1fbe908f20c9bb8b109a5c55127b15,N2_035_053G1,BrooksB_2017
"585561429937ff44845e70337437e617",SAMN22443353,SpencerCN_2021
bda47c9d9f14095b692d0f45af2feba8,NSCLC_I_040_T0,RoutyB_2018
fd2f228875552fff978cfc494838ada7,G80421,VatanenT_2016
d6732266b3ea48946681a484bf1b8319,SRR17643684,TeeMZ_2022
"7dff1b28ec8d86dc1fb690e514913f72",SAMEA7045081,AsnicarF_2021
"3e79992d04d3940bd5ef20f74c3d3203",ERS20191277,ERP160039
"47225b37f1652c3dbe03d1600ba1bae3",W2.53.ST,BritoIL_2016
"47d9ab8750685d41d5a1161e41a93fe0",MH0037,NielsenHB_2014
"1a2c4000e43192e6bda210bd40907568",YSZC12003_35989,XieH_2016
"2f9110f4eabf7fb0ccbf7ef62d8d711d",SAMN22443729,SpencerCN_2021
f1b717aceb8b4ac7e4661d9983c5e137,M2.50.ST,BritoIL_2016
dece82c3eb5a495739df5f5ebc801814,SAMN22443743,SpencerCN_2021
e43ceb6fb0f90fbc1aa3a3056e928577,ERS20195521,ERP160039
ce72618a780d63e5f9f4698c0c24bdf9,ERS20188476,ERP160039
"7880947683f15c87fe53df6aa1e888b4",s_11326.Q2.71802.0044.12.14.16,iMSMS_2022
"0ac89f2c1c98842caa323eaae1466758",ERS22424017,ERP160041
"458b6d6ef443545b7e70eb4256ebaf0b",CM.361_WGS,RubelMA_2020
"4ce85cf2c0c54f4988107d6ddbbb95b0",SZAXPI017593-158,YuJ_2015
"4cbb8a7fcc95b033e3c500aa35242a08",M0x12MCx1377,MetaCardis_2020_a
"1954f7cb74911e99bb893abf138a14a9",ERS22427156,ERP160041
"93a132378b393c420a4afafe4fc6c612",ERS20188831,ERP160039
ed398ae8d4aa77d3f39ffd3054daa7fb,ERS20189220,ERP160039
a32dab24d085ce1cd847d987d5844f01,ERS22418240,ERP160041
"21306603a3f85538472ad6dd73921722",PNP_Main_632,ZeeviD_2015
"5b14958bb27933640dc4ff4fc58bfd50",SAMN22443360,SpencerCN_2021
"1bb53dabf315035cdb96f9c02ea4bc08",ERS22427282,ERP160041
"2aaa79cc0482d34c4f6a48e678e8c73b",ERS22388739,ERP160040
ba05dff152ac6d6a48c40b46f600bf0d,HC012B,ZhouC_2020
"06526bf51aa80f191d8986968245e5b3",G78735,VatanenT_2016
"967dad585318a57e64ae6b0c05da66f2",s_11326.S.71601.0024.1.4.17,iMSMS_2022
"6bfb6c075fcc672255f973363216e866",ERS20197040,ERP160039
"992ea726fd2e51a5ff7c5266cb26991b",SRR8555121,Soto-GironMJ_2021
"0e770d1da290102fc4297b07bba3ac91",ERS22381856,ERP160040
"8c37fe1cf19ff284a32f46a7119d2b18",SID69ec1bec-7ae6-11e9-a106-68b59976a384,ShaoY_2019
e8be203da3c1a3edf69ed73daff6dd74,KHG_10,KaurK_2020
"4dbd2c016d532dee40b1a99ad339a26c",SRR17643679,TeeMZ_2022
"5b97bc532b53f6b1a73687769491eb9d",SID713B073-11-90-0,CosteaPI_2017
f2668ec831b266ae583cbaf06b544e97,SP_164SPT_T016,GhensiP_2019
c55dc1a3bd2b564390fb8c93b8f437c3,SRS022143,HMP_2012
"2f7bca0167d7eeed7a060b5dc78795cf",SAMEA104335954,GopalakrishnanV_2018
"3f01ed1c620bf185d2b4e1d0b90fe1ee",CCIS13047523ST-4-0,ZellerG_2014
"74a0251c92d77bb16863a76cf248b55d",MBJT32951253ST,KartalE_2022
ddfc43d28f88e622625eb231e7ad7cdf,ERS20197206,ERP160039
"57e9124f6fde8c2fdc26ef17cb72291f",ERS22428709,ERP160041
fc14c8360ffc485442e7d51f4591d0dd,ERS22384183,ERP160040
c585895d35e73da6a06a7bb3cfac1189,ERS20188693,ERP160039
d92d985388ce639f3d7a754335adbe51,ERS20187685,ERP160039
"1ad7bfa8e0e65ad72afadc07bc497ebc",bfeecb70-7ae6-11e9-a106-68b59976a384,ShaoY_2019
"80deb34cfbf16a398fadb509c7df17fe",V1_CD13_0,NielsenHB_2014
c7de37fb5d58e3a910a10227a75d6864,ERS22386126,ERP160040
c4f571be41e33c34955633bd77adb29c,SID64bbfa2a-7ae6-11e9-a106-68b59976a384,ShaoY_2019
"798c050dd4f7fdc3acf35bf818d9f201",ERS20186940,ERP160039
b4f705ca3718075a2e8c929ef0b42416,SAMN27925341,NagataN_2022
e933f1e38d98f2c0c6e4ad919ea14603,ERS22389947,ERP160040
"26f4cee3a91432eb7aa29d7d34c927e4",ERS22411195,ERP160041
"9b129745f46e8f4cc198fc0b83152292",MMRS12272136ST-27-0-0,VogtmannE_2016
"2e4c5d48864a86ec057665f44788326e",s_11326.Q.71701.0130.2017.10.23,iMSMS_2022
"15c8b7c50bc06aab5a9c52e3fae91a4d",SRR17643764,TeeMZ_2022
"4db4fa6fe679c3ac4cd689b68599f89e",ERS22417308,ERP160041
"1d9654e63759c4094da751868b5cb52b",WBS022,ChngKR_2016
"35fd32f706e2fb0055b6f7e96af7c54a",ERS22419164,ERP160041
"908626d8e94c454cd2e6809a52488bb4",C16-20247-TZ,TettAJ_2019_a
f6cd1090acd0b19ad1cf981f235d06d9,ERS20191795,ERP160039
"03eb9aa578c42ccdd47519eec3bb1b93",ERS22427356,ERP160041
"179cad9a3e09f0ca14aa1c6a5fc37754",ERS22386671,ERP160040
cf1e3d31cc4f4550130f101d69fce383,ERS22380777,ERP160040
aefcd9b8fc87ff51d2851196061e280d,RA003,WenC_2017
"726b9b5cfced0774fd92f4e9ceca2c88",s_11326.Q.71502.0028.2017.10.18,iMSMS_2022
"05c308b0408442c14f36c88a899fd34f",S225,KarlssonFH_2013
"7bfaada1a7ec75c95c10f5b7a1f66553",MH0176,LeChatelierE_2013
"2d7a8aedd1987e579c3a674f8fa7251e",SRR8550824,OsakunorDNM_2020
aa2e45a1c2d19476e03d7897fb41e470,ERS20191988,ERP160039
cf0aad3c4bdddae70d68123d85523332,s_11326.S.71801.0053.N.A,iMSMS_2022
"66ce66a92d7343ed50fad5b1ee011af5",ERS20191939,ERP160039
"1a6d04a5511c74b678b8dfcdba7dd4b0",ERS20190224,ERP160039
"68ec7aeca0b1bfaf69cd9fb0829edbda",SRR8550809,OsakunorDNM_2020
"6c88255f2576f44ea9dea1ff8e681cf6",ERS22426800,ERP160041
b86a1316fdc5b963847a95e943d52353,V1_UC43_0,NielsenHB_2014
c041003f3339265585dd61bb7af9cc55,PNP_Validation_15,ZeeviD_2015
"54f17d423bd95d54ae3845de8d93e08d",s_11326.Q.71402.0174.2017.12.31.v2,iMSMS_2022
"479b35f9ad4925cc8d11dad088fe40b8",PNP_Main_684,ZeeviD_2015
"98dd0dac453e67bf4d4e819e689a3cf2",H3M615846,LiJ_2017
"69bbc3bf9379dabbc3584c761ce08bcb",SRR17643774,TeeMZ_2022
"17a316ad506563c7d644b95fcc044cf9",M0x13MCx1648,MetaCardis_2020_a
"492175c042e43d14d7ee63c5452f9b45",s_11326.Q1.71702.0006.5.25.16,iMSMS_2022
"41e937dac40d4eb990a49881e804a5d8",ERS20189640,ERP160039
e6b22d539dfdd96e3e7704343b09ca80,QCS-088-1,XuQ_2021
e422553f6a51326058032376749f3e30,ERS22389250,ERP160040
"7e3143d7b5a9338535029980ec96928f",ERS22386733,ERP160040
"52524c54656300dd429a0dcbdb5aa262",M0x12MCx1749,MetaCardis_2020_a
"430cc6e99e1ee3049e2fa065e1423da3",MMPD11819740ST,BedarfJR_2017
e4a08e30ebde1e4b2834c3a705dc4a94,G80367,VatanenT_2016
b7c57d1d911b93be6b28af49702b97de,ERS22417726,ERP160041
"893188d48b821568e8e61f4e6be26f75",S03-01-D,ShiB_2015
"6285a1d121025f7d2d76fba941a9f58c",SID13241014_SF05,MehtaRS_2018
"3e8fe7b6118009a505467c4d6bd43cf4",M0x10MCx1140,MetaCardis_2020_a
"797bef55fd566d1037f0df7c2b329731",MMPC34385278ST,KartalE_2022
cdfd8db8f05368a341e1265b0f1aefcb,ERS22426449,ERP160041
ec11eb67b553b2fb3319baf739ae8228,ERS20189233,ERP160039
e172becc81d83cd088e4f6cd83387365,ERS20186868,ERP160039
af1adaf30a4d08ba9f23ea73a904aa77,ERS22383720,ERP160040
"66c7464c9d434da7eb78a73a5dcb2295",Sample_BS_155V,BommanaS_2023
c07ebca1e1adaeb322a26427284c5530,ERS22422730,ERP160041
